OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
10020,6780,Quarto del Cecio,settlement,Republican Period,-300,-100,12.155071812079999,41.960267075659999,A,0.081260537390000,D,"Enei 2001, 209",318,10019
10021,6781,Quarto del Cecio,settlement,Archaic Period,-600,-500,12.158764118570000,41.958555190870001,A,0.068170338520000,B,"Enei 2001, 209",320,10020
10022,6782,Valcanneto,settlement,Imperial Period,0,200,12.151744091570000,41.947420998159998,A,0.046040252600000,B,"Enei 2001, 209",321,10021
10023,6783,Valcanneto,settlement,Republican Period,-200,-30,12.153665854170001,41.946176062390002,A,0.160665849320000,D,"Enei 2001, 209",322,10022
10024,6783,Valcanneto,settlement,Imperial Period,-30,400,12.153665854170001,41.946176062390002,A,0.160665849320000,D,"Enei 2001, 209",322,10023
10025,6784,Casale del Pineto,settlement,Republican Period,-200,-30,12.152439271370000,41.939290703200001,A,0.325254014680000,D,"Enei 2001, 209",324,10024
10026,6784,Casale del Pineto,settlement,Imperial Period,-30,400,12.152439271370000,41.939290703200001,A,0.325254014680000,D,"Enei 2001, 209",324,10025
10027,6785,Quartaccio,settlement,Republican Period,-200,-30,12.149105069479999,41.956241494590003,A,0.157918465960000,D,"Enei 2001, 209",325,10026
10028,6785,Quartaccio,settlement,Imperial Period,-30,500,12.149105069479999,41.956241494590003,A,0.157918465960000,D,"Enei 2001, 209",325,10027
10029,6786,Quartaccio,settlement,Archaic Period,-600,-500,12.145643641400000,41.953751895990003,A,0.080120640710000,D,"Enei 2001, 210",326,10028
10030,6786,Quartaccio,settlement,Republican Period,-300,-100,12.145643641400000,41.953751895990003,A,0.080120640710000,D,"Enei 2001, 210",326,10029
10031,6787,Quartaccio,settlement,Archaic Period,-600,-500,12.142739767740000,41.950710765840000,A,0.051043078710000,B,"Enei 2001, 210",328,10030
10032,6788,fosso del Quartaccio,settlement,Archaic Period,-600,-500,12.143484018880001,41.948655897019997,A,0.047771723710000,B,"Enei 2001, 210",330,10031
10033,6789,Il Pineto,settlement,Archaic Period,-600,-500,12.148807563269999,41.950565293019999,A,0.225940362650000,D,"Enei 2001, 210",332,10032
10034,6789,Il Pineto,settlement,Republican Period,-200,-30,12.148807563269999,41.950565293019999,A,0.225940362650000,D,"Enei 2001, 210",332,10033
10035,6789,Il Pineto,settlement,Imperial Period,-30,400,12.148807563269999,41.950565293019999,A,0.225940362650000,D,"Enei 2001, 210",332,10034
10036,6790,Il Pineto,settlement (villa),Republican Period,-200,-30,12.147383387980000,41.945831487560000,A,0.839549718170000,D,"Enei 2001, 210",336,10035
10037,6790,Il Pineto,settlement (villa),Imperial Period,-30,600,12.147383387980000,41.945831487560000,A,0.839549718170000,D,"Enei 2001, 210",336,10036
10038,6791,Il Pineto,settlement (villa),Republican Period,-200,-30,12.149848881760001,41.949054230620000,A,0.571716258010000,D,"Enei 2001, 210",333,10037
10039,6791,Il Pineto,settlement (villa),Imperial Period,-30,500,12.149848881760001,41.949054230620000,A,0.571716258010000,D,"Enei 2001, 210",333,10038
10040,6792,Il Pineto,settlement,Archaic Period,-600,-500,12.145843492610000,41.947603726190003,A,0.070889563590000,B,"Enei 2001, 212",339,10039
10041,6793,Quartaccio,settlement,Archaic Period,-600,-500,12.152026289169999,41.960819194869998,A,0.077985419670000,B,"Enei 2001, 212",340,10040
10042,6794,Quartaccio,settlement,Republican Period,-200,-30,12.151387176409999,41.961641948310003,A,0.276118792300000,D,"Enei 2001, 212",341,10041
10043,6794,Quartaccio,settlement,Imperial Period,-30,400,12.151387176409999,41.961641948310003,A,0.276118792300000,D,"Enei 2001, 212",341,10042
10044,6795,Quartaccio,settlement,Etruscan Period,-600,-300,12.149710225960000,41.962016892980003,A,0.053721144760000,D,"Enei 2001, 212",342,10043
10045,6795,Quartaccio,settlement,Republican Period,-300,-200,12.149710225960000,41.962016892980003,A,0.053721144760000,D,"Enei 2001, 212",342,10044
10046,6796,Quartaccio,settlement,Etruscan Period,-600,-300,12.149271503790001,41.961503890360000,A,0.081256890660000,D,"Enei 2001, 213",343,10045
10047,6796,Quartaccio,settlement,Republican Period,-300,-200,12.149271503790001,41.961503890360000,A,0.081256890660000,D,"Enei 2001, 213",343,10046
10048,6797,Quartaccio,settlement,Archaic Period,-600,-500,12.148259161860000,41.963219011160000,A,0.049290598700000,B,"Enei 2001, 213",344,10047
10049,6798,Quartaccio,settlement,Archaic Period,-600,-500,12.148312514930000,41.962043083129998,A,0.057186896760000,B,"Enei 2001, 213",345,10048
10050,6799,Quartaccio,settlement,Archaic Period,-600,-500,12.146391426810000,41.962067449190002,A,0.040049963580000,D,"Enei 2001, 213",346,10049
10051,6799,Quartaccio,settlement,Republican Period,-200,-100,12.146391426810000,41.962067449190002,A,0.040049963580000,D,"Enei 2001, 213",346,10050
10052,6800,Quartaccio,settlement,Archaic Period,-600,-500,12.144685565060000,41.961812871150002,A,0.049292569670000,B,"Enei 2001, 213",347,10051
10053,6801,Quartaccio,settlement,Archaic Period,-600,-500,12.150321638199999,41.958426415639998,A,0.096477872980000,D,"Enei 2001, 213",348,10052
10054,6801,Quartaccio,settlement,Republican Period,-200,-30,12.150321638199999,41.958426415639998,A,0.096477872980000,D,"Enei 2001, 213",348,10053
10055,6801,Quartaccio,settlement,Imperial Period,-30,100,12.150321638199999,41.958426415639998,A,0.096477872980000,D,"Enei 2001, 213",348,10054
10056,6802,Quartaccio,settlement,Archaic Period,-600,-500,12.146600658630000,41.960153585409998,A,0.121697573970000,D,"Enei 2001, 213",349,10055
10057,6802,Quartaccio,settlement,Republican Period,-200,-30,12.146600658630000,41.960153585409998,A,0.121697573970000,D,"Enei 2001, 213",349,10056
10058,6802,Quartaccio,settlement,Imperial Period,-30,400,12.146600658630000,41.960153585409998,A,0.121697573970000,D,"Enei 2001, 213",349,10057
10059,6803,Quartaccio,settlement,Archaic Period,-600,-500,12.147520100590000,41.959806504720000,A,0.068166871710000,D,"Enei 2001, 213",350,10058
10060,6803,Quartaccio,settlement,Imperial Period,0,100,12.147520100590000,41.959806504720000,A,0.068166871710000,D,"Enei 2001, 213",350,10059
10061,6804,Quartaccio,settlement,Archaic Period,-600,-500,12.145650504530000,41.958624903130001,A,0.053726624430000,B,"Enei 2001, 213",351,10060
10062,6805,Quartaccio,settlement,Imperial Period,0,300,12.142997418400000,41.956493665840000,A,0.049830266710000,B,"Enei 2001, 214",352,10061
10063,6806,Quartaccio,settlement,Archaic Period,-600,-500,12.141498857169999,41.956096551400002,A,0.033990868400000,D,"Enei 2001, 214",353,10062
10064,6806,Quartaccio,settlement,Republican Period,-300,-100,12.141498857169999,41.956096551400002,A,0.033990868400000,D,"Enei 2001, 214",353,10063
10065,6807,Quartaccio,settlement,Archaic Period,-600,-500,12.138523144650000,41.950429455539997,A,0.087640386590000,D,"Enei 2001, 214",355,10064
10066,6807,Quartaccio,settlement,Republican Period,-200,-30,12.138523144650000,41.950429455539997,A,0.087640386590000,D,"Enei 2001, 214",355,10065
10067,6807,Quartaccio,settlement,Imperial Period,-30,500,12.138523144650000,41.950429455539997,A,0.087640386590000,D,"Enei 2001, 214",355,10066
10068,6808,Quartaccio,settlement,Etruscan Period,-600,-300,12.130465350900000,41.957553906420003,A,0.259201635720000,D,"Enei 2001, 214",356,10067
10069,6808,Quartaccio,settlement,Republican Period,-300,-200,12.130465350900000,41.957553906420003,A,0.259201635720000,D,"Enei 2001, 214",356,10068
10070,6807,Quartaccio,settlement,Bronze Age,-2300,-1000,12.138523144650000,41.950429455539997,A,0.087640386590000,D,"Enei 2001, 214",355,10069
10071,6809,Quartaccio,settlement,Archaic Period,-600,-500,12.140284459760000,41.959306625540002,A,0.085498080480000,D,"Enei 2001, 214",360,10070
10072,6809,Quartaccio,settlement,Imperial Period,0,300,12.140284459760000,41.959306625540002,A,0.085498080480000,D,"Enei 2001, 214",360,10071
10073,6810,Quartaccio,settlement,Etruscan Period,-600,-300,12.142488148300000,41.962235477480000,A,0.068353871990000,D,"Enei 2001, 215",361,10072
10074,6810,Quartaccio,settlement,Republican Period,-300,-30,12.142488148300000,41.962235477480000,A,0.068353871990000,D,"Enei 2001, 215",361,10073
10075,6810,Quartaccio,settlement,Imperial Period,-30,100,12.142488148300000,41.962235477480000,A,0.068353871990000,D,"Enei 2001, 215",361,10074
10076,6811,Moscone,settlement,Archaic Period,-600,-500,12.149106877370000,41.966010671550002,A,0.072966890500000,B,"Enei 2001, 215",363,10075
10077,6479,Moscone,settlement,Republican Period,-300,-30,12.155270864420000,41.969142281990003,A,2.129514882950000,D,"Enei 2001, 215",366,10076
10078,6479,Moscone,settlement,Imperial Period,-30,600,12.155270864420000,41.969142281990003,A,2.129514882950000,D,"Enei 2001, 215",366,10077
10079,6812,S. Martino,settlement,Etruscan Period,-600,-300,12.156913678320000,41.971798913779999,A,0.073339295150000,D,"Enei 2001, 215",368,10078
10080,6812,S. Martino,settlement,Republican Period,-300,-100,12.156913678320000,41.971798913779999,A,0.073339295150000,D,"Enei 2001, 215",368,10079
10081,6813,S. Martino,settlement,Archaic Period,-600,-500,12.158944476429999,41.971794802589997,A,0.046198090140000,B,"Enei 2001, 217",369,10080
10082,6814,S. Martino,settlement,Archaic Period,-600,-500,12.157640676600000,41.970049962609998,A,0.046199276840000,B,"Enei 2001, 217",370,10081
10083,6815,Moscone,settlement,Archaic Period,-600,-400,12.143919298129999,41.967095118689997,A,0.075851772340000,D,"Enei 2001, 217",371,10082
10084,6815,Moscone,settlement,Imperial Period,0,100,12.143919298129999,41.967095118689997,A,0.075851772340000,D,"Enei 2001, 217",371,10083
10085,6816,Birbo,settlement,Archaic Period,-600,-500,12.135038097550000,41.961202764920003,A,0.063734315760000,D,"Enei 2001, 217",373,10084
10086,6816,Birbo,settlement,Imperial Period,0,200,12.135038097550000,41.961202764920003,A,0.063734315760000,D,"Enei 2001, 217",373,10085
10087,6817,Birbo,settlement,Archaic Period,-600,-500,12.130182754810001,41.960109826759997,A,0.045443303850000,B,"Enei 2001, 217",374,10086
10088,6818,Mosconcino,settlement,Archaic Period,-600,-500,12.136951616439999,41.967505578510000,A,0.599871551800000,D,"Enei 2001, 217",376,10087
10089,6818,Mosconcino,settlement,Republican Period,-300,-30,12.136951616439999,41.967505578510000,A,0.599871551800000,D,"Enei 2001, 217",376,10088
10090,6819,Mosconcino,settlement,Archaic Period,-600,-500,12.135647072119999,41.970119306549996,A,0.076036446540000,D,"Enei 2001, 218",377,10089
10091,6820,Mosconcino,settlement,Archaic Period,-600,-500,12.138782962210000,41.971957639849997,A,0.073145035380000,D,"Enei 2001, 218",378,10090
10092,6820,Mosconcino,settlement,Imperial Period,0,300,12.138782962210000,41.971957639849997,A,0.073145035380000,D,"Enei 2001, 218",378,10091
10093,6821,Mosconcino,settlement,Archaic Period,-700,-500,12.138657539700000,41.971398497400003,A,0.056977128940000,B,"Enei 2001, 218",379,10092
10094,6822,Mosconcino,settlement,Imperial Period,0,200,12.145392985399999,41.968919588129999,A,0.072767476500000,B,"Enei 2001, 218",380,10093
10095,6823,Mosconcino,settlement,Archaic Period,-700,-500,12.138421178570001,41.970554776850001,A,0.058518566480000,B,"Enei 2001, 218",382,10094
10096,6824,Carlottine,settlement,Imperial Period,0,200,12.153646404570001,41.984497842940002,A,0.065613386070000,B,"Enei 2001, 218",383,10095
10097,6825,Carlottine,settlement,Archaic Period,-700,-500,12.151760280200000,41.984158162240000,A,0.059649041420000,B,"Enei 2001, 218",384,10096
10098,6826,Carlottine,settlement,Archaic Period,-600,-500,12.151230424480000,41.983438216430002,A,0.073119776710000,B,"Enei 2001, 218",386,10097
10099,6827,Carlottine,settlement,Archaic Period,-700,-500,12.146989036890000,41.983992609460003,A,0.103135119370000,B,"Enei 2001, 219",387,10098
10100,6828,Carlottine,settlement,Archaic Period,-600,-500,12.152022440670001,41.981605104280000,A,0.069275391030000,D,"Enei 2001, 219",388,10099
10101,6828,Carlottine,settlement,Republican Period,-300,-100,12.152022440670001,41.981605104280000,A,0.069275391030000,D,"Enei 2001, 219",388,10100
10102,6829,Carlottine,settlement,Archaic Period,-600,-500,12.150352427670001,41.979875022540000,A,0.087176110780000,D,"Enei 2001, 219",389,10101
10103,6829,Carlottine,settlement,Imperial Period,0,300,12.150352427670001,41.979875022540000,A,0.087176110780000,D,"Enei 2001, 219",389,10102
10104,6830,Pantanella,settlement,Archaic Period,-600,-500,12.148041150770000,41.975875393690004,A,0.054467676520000,B,"Enei 2001, 219",391,10103
10105,6831,F.le di S. Martino,settlement (villa),Republican Period,-200,-30,12.153686472890000,41.977965969069999,A,0.141838505230000,D,"Enei 2001, 219",392,10104
10106,6831,F.le di S. Martino,settlement (villa),Imperial Period,-30,200,12.153686472890000,41.977965969069999,A,0.141838505230000,D,"Enei 2001, 219",392,10105
10107,6832,F.le di S. Martino,settlement,Archaic Period,-700,-600,12.157305625030000,41.976348598729999,A,0.090843186170000,D,"Enei 2001, 219",396,10106
10108,6832,F.le di S. Martino,settlement,Imperial Period,200,600,12.157305625030000,41.976348598729999,A,0.090843186170000,D,"Enei 2001, 219",396,10107
10109,6833,Moscone,settlement,Archaic Period,-600,-500,12.154061099790001,41.971503032770002,A,0.094513970170000,D,"Enei 2001, 219",397,10108
10110,6833,Moscone,settlement,Republican Period,-100,-30,12.154061099790001,41.971503032770002,A,0.094513970170000,D,"Enei 2001, 219",397,10109
10111,6833,Moscone,settlement,Imperial Period,-30,100,12.154061099790001,41.971503032770002,A,0.094513970170000,D,"Enei 2001, 219",397,10110
10112,6834,Sughere,settlement,Archaic Period,-600,-500,12.191477040630000,41.999867495049998,A,0.097703671340000,B,"Enei 2001, 219",398,10111
10113,6835,Sughere,settlement,Archaic Period,-600,-500,12.198147820080001,41.996975492819999,A,0.118486797990000,B,"Enei 2001, 220",400,10112
10114,6836,Tenuta di Castel Campanile,settlement,Republican Period,-200,-30,12.195006235539999,41.980979578720003,A,0.223235389140000,D,"Enei 2001, 220",401,10113
10115,6836,Tenuta di Castel Campanile,settlement,Imperial Period,-30,400,12.195006235539999,41.980979578720003,A,0.223235389140000,D,"Enei 2001, 220",401,10114
10116,6837,Tenuta di Castel Campanile,settlement,Etruscan Period,-600,-200,12.192872116040000,41.979089343680002,A,0.043109976670000,D,"Enei 2001, 220",402,10115
10117,6838,Quarticciolo,settlement,Etruscan Period,-600,-500,12.188457817310001,41.996004228440000,A,0.075402216250000,D,"Enei 2001, 220",403,10116
10118,6838,Quarticciolo,settlement,Imperial Period,0,200,12.188457817310001,41.996004228440000,A,0.075402216250000,D,"Enei 2001, 220",403,10117
10119,6839,Quarticciolo,settlement,Etruscan Period,-600,-500,12.189903849849999,41.995863286869998,A,0.075402498740000,D,"Enei 2001, 220",404,10118
10120,6839,Quarticciolo,settlement,Imperial Period,0,100,12.189903849849999,41.995863286869998,A,0.075402498740000,D,"Enei 2001, 220",404,10119
10121,6840,Quarticciolo,settlement,Etruscan Period,-600,-500,12.189470230440000,41.994566465730003,A,0.078868215720000,D,"Enei 2001, 220",405,10120
10122,6840,Quarticciolo,settlement,Imperial Period,0,200,12.189470230440000,41.994566465730003,A,0.078868215720000,D,"Enei 2001, 220",405,10121
10123,6841,Quarticciolo,settlement,Republican Period,-300,-30,12.190938210550000,41.993349921010001,A,0.142160757040000,D,"Enei 2001, 220",406,10122
10124,6841,Quarticciolo,settlement,Imperial Period,-30,200,12.190938210550000,41.993349921010001,A,0.142160757040000,D,"Enei 2001, 220",406,10123
10125,6842,Le Macchiozze,settlement,Etruscan Period,-600,-500,12.188815363390001,41.988252813460001,A,0.473879323740000,D,"Enei 2001, 220",408,10124
10126,6842,Le Macchiozze,settlement,Republican Period,-300,-30,12.188815363390001,41.988252813460001,A,0.473879323740000,D,"Enei 2001, 220",408,10125
10127,6842,Le Macchiozze,settlement,Imperial Period,-30,600,12.188815363390001,41.988252813460001,A,0.473879323740000,D,"Enei 2001, 220",408,10126
10128,6843,Le Macchiozze,settlement,Imperial Period,0,300,12.192976720860001,41.986933051489999,A,0.122371537700000,B,"Enei 2001, 221",409,10127
10129,6844,Le Macchiozze,settlement,Imperial Period,-30,500,12.194265755010001,41.983532965149998,A,0.065040927670000,D,"Enei 2001, 224",412,10128
10130,6845,Le Macchiozze,settlement,Etruscan Period,-600,-500,12.188383079919999,41.980131400090002,A,0.088526088790000,D,"Enei 2001, 224",415,10129
10131,6845,Le Macchiozze,settlement,Republican Period,-200,-30,12.188383079919999,41.980131400090002,A,0.088526088790000,D,"Enei 2001, 224",415,10130
10132,6845,Le Macchiozze,settlement,Imperial Period,-30,300,12.188383079919999,41.980131400090002,A,0.088526088790000,D,"Enei 2001, 224",415,10131
10133,6846,Le Macchiozze,settlement,Imperial Period,100,300,12.191236239469999,41.981388223330001,A,0.116811728980000,B,"Enei 2001, 224",416,10132
10134,6847,Le Macchiozze,settlement,Etruscan Period,-600,-500,12.192625132910001,41.980539662449999,A,0.082751968980000,D,"Enei 2001, 224",417,10133
10135,6847,Le Macchiozze,settlement,Imperial Period,100,300,12.192625132910001,41.980539662449999,A,0.082751968980000,D,"Enei 2001, 224",417,10134
10136,6847,Le Macchiozze,settlement,Imperial Period,500,600,12.192625132910001,41.980539662449999,A,0.082751968980000,D,"Enei 2001, 224",417,10135
10137,6848,Casale del Castellaccio,settlement,Imperial Period,0,500,12.190200531300000,41.971131678189998,A,0.601762775830000,D,"Enei 2001, 225",421,10136
10138,6849,Casale del Castellaccio,settlement,Late Bronze Age,-1200,-1000,12.188510359670000,41.970832752260002,A,0.128785131070000,B,"Enei 2001, 225",422,10137
10139,6850,Tenuta di Castel Campanile,settlement,Imperial Period,0,400,12.195589273260000,41.978918329480003,A,0.076212885260000,B,"Enei 2001, 225",424,10138
